City,Source,Title (TR),Title (EN),Category,Area,Description (TR),Description (EN),Price,Rating,Review Count,Image URL
Brüksel,OTA,Madame Chapeau Heykeli,Madame Chapeau Statue,Tarihi,Merkez,"Brüksel tiyatrosunun (Bossemans et Coppenolle) unutulmaz karakteri Madame Chapeau'nun heykeli. Elinde tavşanıyla Rue du Midi'de alışveriş yapan yaşlı kadın, şehrin eski ruhunu temsil ediyor.","Statue of Madame Chapeau, the unforgettable character of the Brussels theater (Bossemans et Coppenolle). The old woman shopping in Rue du Midi with her rabbit in her hand represents the old spirit of the city.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/madame-chapeau-statue.jpg
Brüksel,OTA,Magritte Müzesi,Magritte Museum,Müze,Kraliyet Parkı,"Sürrealizmin efsanevi ustası René Magritte'in 200'den fazla eserini barındıran bu müze, ':Şapkalı Adam', 'Gölge' ve 'İmgelerin Haini' gibi ikonik tablolarıyla ziyaretçileri gerçeksiz bir dünyaya taşıyor. 3 katlık neo-klasik binada sesli rehberle gezin.","This museum houses over 200 works by surrealism legend René Magritte, transporting visitors to a surreal world with iconic paintings like 'The Man in the Bowler Hat', 'The Shadow', and 'The Treachery of Images'. Explore with an audio guide in this 3-story neoclassical building.",medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/magritte-museum.jpg
Brüksel,OTA,Maison Antoine,Maison Antoine,Yeme-İçme,Jourdan,"1948'den beri Place Jourdan'da hizmet veren bu efsanevi fritürcü, Belçika patatesi uğruna Brüksel'e gelmeye değer. Çift kızartılmış patatesleri 30'dan fazla sos seçeneğiyle sunulur. AB çalışanlarının öğle molasy adresi.","This legendary fritter, operating on Place Jourdan since 1948, is worth coming to Brussels for its Belgian potatoes. Their double-fried potatoes come with more than 30 toppings. Lunch break address of EU employees.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/maison-antoine.jpg
Brüksel,OTA,Maison Autrique,Maison Autrique,Müze,Schaerbeek,"Victor Horta'nın tasarladığı ilk şehir evi olan Maison Autrique, Art Nouveau'nun doğuşunu müjdeler. François Schuiten ve Benoît Peeters'in hazırladığı 'hayali ev' senografisiyle, ziyaretçileri zamanda gizemli bir yolculuğa çıkarır.","Maison Autrique, the first townhouse designed by Victor Horta, heralds the birth of Art Nouveau. It takes visitors on a mysterious journey in time with the 'imaginary house' scenography prepared by François Schuiten and Benoît Peeters.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/maison-autrique.jpg
Brüksel,OTA,Maison Cauchie,Maison Cauchie,Tarihi,Merode,"Mimar Paul Cauchie'nin kendisi için tasarladığı bu evin ön cephesi, altın zemin üzerine devasa sgraffito kadın figürleriyle kaplıdır. 'Müzlerin Evi' olarak da bilinen yapı, Art Nouveau'nun resimsel yönünü temsil eder.","The facade of this house, designed by architect Paul Cauchie for himself, is covered with huge sgraffito female figures on a gold background. Also known as the 'House of the Muses', the building represents the pictorial direction of Art Nouveau.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/maison-cauchie.jpg
Brüksel,OTA,Maison Dandoy - Grand Place,Dandoy Tea Room,Kafe,Grand Place,"1829'dan beri Belçika'nın en çok sevilen bisiküi markalarından biri. Gerçek Brüksel waffle'ı (kalın, dikdörtgen, hafif) ile Liège waffle'ı (karamelize şekerli) arasındaki farkı burada iyice anlarsınız. Speculoos bisiküi ve waffle kombinasyonu kaçmayın.","One of Belgium's most beloved biscuit brands since 1829. Here you'll truly understand the difference between real Brussels waffle (thick, rectangular, light) and Liège waffle (caramelized sugar). Don't miss the Speculoos biscuit and waffle combination.",high,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/maison-dandoy---grand-place.jpg
Brüksel,OTA,Maison Saint-Cyr,Maison Saint-Cyr,Tarihi,Ambiorix,"Sadece 4 metre genişliğindeki bu daracık bina, Gustave Strauven'in abartılı ve süslü tarzının en iyi örneğidir. Karmaşık demir işçiliği, dairesel pencereleri ve gotik etkileriyle fantastik bir şatoyu andırır.","This narrow building, only 4 meters wide, is the best example of Gustave Strauven's extravagant and ornate style. It resembles a fantasy castle with its intricate ironwork, circular windows and gothic influences.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/maison-saint-cyr.jpg
Brüksel,OTA,Makisu,Makisu,Yeme-İçme,Bailli,"Brüksel'in sevilen sushi zinciri Makisu, uygun fiyatlı ama kaliteli Japon lezzetleri sunar. Yaratıcı makiler, taž somon ve taze surimilerıyle öğle arası için ideal. Hızlı servis ve takeaway seçeneği mevcut.","Brussels' popular sushi chain, Makisu, offers affordable but high-quality Japanese delicacies. Ideal for lunch with its creative makis, stone salmon and fresh surimis. Quick service and takeaway options are available.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/makisu.jpg
Brüksel,OTA,Manhattn's Burgers,Manhattn's Burgers,Yeme-İçme,Merkez,"New York'un klasik diner kültüründen ilham alan bu burger zinciri, yüksek kaliteli Belçika sığırıyla hazırlanmış, kızgın tava (smash) yöntemiyle pişirilen burgerler sunar. Trüflü patates ve shake'ler kaçmayın.","Inspired by New York's classic diner culture, this burger chain offers smash-cooked burgers made with high-quality Belgian beef. Don't miss the truffle fries and shakes.",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/manhattns-burgers.jpg
Brüksel,OTA,Manneken Pis,Manneken Pis,Tarihi,Merkez,"1619'dan beri Brüksel'in mizahi sembolü olan bu 61 cm'lik bronz heykel, turistlerin en çok hayal kırıklığına uğradığı ancak en çok fotoğraflanan yerlerden biri. Yılda 130'dan fazla özel günde farklı kostümler giydiriliyor - koleksiyonu Şehir Müzesi'nde sergileniyor.",This 61cm bronze statue has been Brussels' humorous symbol since 1619. It's one of the most photographed places while also being the most disappointing for tourists. Dressed in different costumes on 130+ special days per year - the collection is displayed at the City Museum.,free,4.3,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/manneken-pis.jpg
Brüksel,OTA,Marché du Midi,Marché du Midi,Deneyim,,"Her Pazar sabahı kurulan bu devasa pazar yeri, egzotik baharatlardan giysiye, taze balıktan çiçeklere kadar her şeyi bulabileceğiniz bir renk cümbüşüdür. Kuzey Afrika ve Akdeniz lezzetlerinin kokusu havayı sarar.","This huge marketplace, which is held every Sunday morning, is a riot of colors where you can find everything from exotic spices to clothes, fresh fish to flowers. The scent of North African and Mediterranean flavors fills the air.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/marche-du-midi.jpg
Brüksel,OTA,Marolles Flea Pazarı,Jeu de Balle Flea Market,Alışveriş,Marolles,"Her sabah 6'da başlayıp 14'te sona eren bu bit pazarı, Brüksel'in en otantik deneyimlerinden biri. Yüzyıllık mobilyalar, vintage kıyafetler, eski kitaplar ve beklenmedik hazineler arasında dolaşırken yerel hayatı yakinen gözlemlersiniz. Pazarlık yapmayı unutmayın!","Starting at 6am and ending at 2pm daily, this flea market is one of Brussels' most authentic experiences. While browsing century-old furniture, vintage clothes, old books, and unexpected treasures, you observe local life up close. Don't forget to bargain!",free,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/marolles-flea-market.jpg
Brüksel,OTA,Martine Mural,Martine Mural,Deneyim,,"Marcel Marlier'in çizimleriyle hayat bulan Martine (Türkiye'de Ayşegül olarak bilinir), çocuk edebiyatının en sevilen karakteridir. Laeken'deki bu duvar resmi, çocukluğun saf mutluluğunu yansıtır.","Martine (known as Ayşegül in Türkiye), brought to life by Marcel Marlier's drawings, is the most popular character in children's literature. This mural in Laeken reflects the pure happiness of childhood.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/martine-mural.jpg
Brüksel,OTA,Mary Chocolatier,Mary,Alışveriş,Royale,"1919'dan beri kalitesinden ödün vermeyen Mary, Belçika Kraliyet Ailesi'nin resmi tedarikçisidir. Art Deco tarzı kutuları ve el yapımı çikolatalarıyla zarafetin ve lezzetin simgesidir.",Supplier of Belgian Royal Family. Boxes are like art pieces.,high,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/mary-chocolatier.jpg
Brüksel,OTA,Meise Botanical Bahçesi,Meise Botanical Garden,Park,Meise,"93 hektarlık alanüyla dünyanın en büyük botanik bahçelerinden biri. 18.000'den fazla bitki türü, tarihi Bouchout Şatosu ve cam seralar keşfolunmayı bekliyor. Bitki tutkunları için bir gün yetmez!","It is one of the largest botanical gardens in the world with an area of ​​93 hectares. More than 18,000 plant species, the historic Bouchout Castle and glass greenhouses are waiting to be discovered. One day is not enough for plant lovers!",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/meise-botanical-garden.jpg
Brüksel,OTA,Moeder Lambic Fontainas,Moeder Lambic,Bar,Fontainas,"Bira uzmanlarının hacamac buluşma noktası olan bu bar, 40'tan fazla musluk birası ve yüzlerce şişe bira sunar. Lambic, Gueuze ve Kriek gibi geleneksel Belçika biralarını en iyi şekilde tadım edebileceğiniz, samimi ve bilgili personelle dolu bir mekan.","A meeting point for beer experts, this bar offers over 40 draft beers and hundreds of bottled beers. A cozy place with knowledgeable staff where you can best taste traditional Belgian beers like Lambic, Gueuze, and Kriek.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/moeder-lambic-fontainas.jpg
Brüksel,OTA,Moeder Lambic Original,Moeder Lambic Original,Bar,Saint-Gilles,"Bira tutkunlarının 'tapınağı' kabul edilen bu mekan, Saint-Gilles belediye binasının arkasında yer alır. 400'den fazla zanaatkar bira çeşidi ve bilgili garsonlarıyla gerçek bir bira kültürü deneyimi sunar.","Considered the 'temple' of beer lovers, this place is located behind the Saint-Gilles town hall. It offers a true beer culture experience with more than 400 artisanal beers and knowledgeable waiters.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/moeder-lambic-original.jpg
Brüksel,OTA,Monk,Monk,Bar,Sainte-Catherine,"Sainte-Catherine'in en sevilen mahalle barlarından Monk, sadece spagetti (ve çok iyi spagetti) servis eden mutfağı ve geniş bira menüsüyle ünlüdür. Arka taraftaki piyano eşliğinde samimi bir akşam için mükemmel.","One of Sainte-Catherine's favorite neighborhood bars, Monk's is known for its cuisine that serves nothing but spaghetti (and very good spaghetti) and its extensive beer menu. Perfect for an intimate evening with piano in the background.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/monk.jpg
Brüksel,OTA,Monsieur Jean Mural,Monsieur Jean Mural,Deneyim,Merkez,"Philippe Dupuy ve Charles Berberian'nın modern şehir hayalatını anlatan 'Monsieur Jean' serisi, Brüksel'in çağdaş yüzünü yansıtan bir duvar resmine dönüştü. Aşk, dostluk ve büyük şehir yaşamı.","Philippe Dupuy and Charles Berberian's 'Monsieur Jean' series, depicting the modern city ghost, turned into a mural reflecting the contemporary face of Brussels. Love, friendship and big city life.",medium,4.6,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/monsieur-jean-mural.jpg
Brüksel,OTA,Mont des Arts,Mount of the Arts,Manzara,Merkez,"Kraliyet Müzesi ile Grand Place arasındaki bu teraslı bahçe, Brüksel'in en romantik köşesidir. Geometrik çiçek tarhları, fıskiyeler ve görkemli merdivenleriyle gün batımında altın rengine bürünen şehir siluetini izlemek için ideal nokta.","This terraced garden between the Royal Museum and Grand Place is Brussels' most romantic corner. With geometric flower beds, fountains, and grand staircases, it's the ideal spot to watch the city skyline turn golden at sunset.",free,4.8,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/mont-des-arts.jpg
Brüksel,OTA,Anıtı to the Dynasty,Monument to the Dynasty,Tarihi,,"Laeken Parkı'nın içinde yükselen bu neo-gotik anıt, Belçika Hanedanı'nın ilk krallarına adanmıştır. Dokuz sütunu Belçika'nın dokuz eski eyaletini temsil eder ve masalsı bir kulenin zirvesinde kralın tacı bulunur.","Rising within Laeken Park, this neo-Gothic monument is dedicated to the first kings of the Belgian Dynasty. Its nine columns represent the nine ancient provinces of Belgium, and at the top of a fairy-tale tower is the king's crown.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/monument-to-the-dynasty.jpg
Brüksel,OTA,Müzesi of the City of Brussels,Museum of the City of Brussels,Müze,Grand Place,"Grand Place'daki gotik Kralın Evi (Maison du Roi) binasında yer alan bu müze, Brüksel'in zenğin tarihini anlatır. Manneken Pis'in 1000'den fazla kostümü de burada sergilenir - Elvis'ten astronot kıyafetine kadar her şey var!","Located in the gothic Maison du Roi building on the Grand Place, this museum tells the rich history of Brussels. More than 1,000 of Manneken Pis' costumes are also on display here - everything from Elvis to an astronaut suit!",medium,4.5,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/museum-of-the-city-of-brussels.jpg
Brüksel,OTA,Müzik Aletleri Müzesi,MIM,Müze,Mont des Arts,1905'te inşa edilen muhteşem Art Nouveau binasında dünyanın en büyük müzik aleti koleksiyonlarından biri. 10.000'den fazla enstrümanı kulaklıklarla dinlerken keşfediyorsunuz. Çatı katındaki restorandan Brüksel'in 360 derece manzarası görülüyor.,"One of the world's largest musical instrument collections in a magnificent Art Nouveau building from 1905. Discover over 10,000 instruments while listening through headphones. The rooftop restaurant offers 360-degree views of Brussels.",medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/musical-instruments-museum.jpg
Brüksel,OTA,Natacha Mural,Natacha Mural,Deneyim,,"François Walthéry'nin yarattığı Natacha, çizgi roman dünyasının ilk güçlü ve bağımsız kadın karakterlerinden biridir. Hostes üniformasıyla Rue Jan Bollen'deki duvarda maceralarına devam ediyor.","Created by François Walthéry, Natacha is one of the first strong and independent female characters in the comic book world. She continues her adventures on the wall in Rue Jan Bollen in her stewardess uniform.",medium,4.4,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/natacha_mural.jpg
Brüksel,OTA,Natural Sciences Müzesi,Museum of Natural Sciences,Müze,Leopold Park,"Dünyanın en büyük Iguanodon koleksiyonuyla ünlü bu müze, 37 metrelik dinozor iskeletleri, gerçekçi moaellerve interaktif sergilerle hem çocukları hem yetişkinleri hayran bırakır. Galéri des Dinosaures, Avrupa'nın en büyük dinozor sergisidir.","Famous for having the world's largest Iguanodon collection, this museum amazes both children and adults with 37-meter dinosaur skeletons, realistic models, and interactive exhibits. Galérie des Dinosaures is Europe's largest dinosaur exhibition.",medium,4.7,,https://storage.googleapis.com/myway-3fe75.firebasestorage.app/cities/bruksel/natural-sciences-museum.jpg
